genre	track_id	tempo	key	key_confidence	duration	loudness	mode	mode_confidence	end_of_fade_in	start_of_fade_out	time_signature	bars_start_mean	bars_start_std	beats_start_mean	beats_start_std	sections_start_mean	sections_start_std	segments_loudness_max_mean	segments_loudness_max_std	segments_loudness_max_time_mean	segments_loudness_max_time_std	segments_loudness_start_mean	segments_loudness_start_std	segments_start_mean	segments_start_std	tatums_confidence_mean	tatums_confidence_std	tatums_start_mean	tatums_start_std
"Pop_Rock
"	TRAAEMJ128F425A917	84.164000000000001	0	0.442	207.07220000000001	-6.6289999999999996	1	0.371	2.5830000000000002	202.75700000000001	4	100.85314236363635	53.652102403638978	103.81626888888889	57.827424479230665	65.216226000000006	54.418529597253759	-9.4176981132075479	4.2093363807145678	0.071401415094339615	0.099250241323205313	-16.253632075471696	5.9369303825568789	97.880673099730444	57.467618083874541	0.12436917562724015	0.12649089353242879	104.05694825567502	57.823867187033066
"Pop_Rock
"	TRAAEUB12903CDD3EA	174.28700000000001	1	0.108	165.61587	-6.2220000000000004	1	0.25600000000000001	2.1709999999999998	165.61600000000001	3	80.08917276073619	46.552872698124261	80.931694817073151	46.874497475180064	75.845334285714287	50.601035387718206	-7.3174828660436129	3.5733524457321337	0.070082788161993773	0.092608467964864646	-11.961813084112149	4.4533582626518768	82.120952227414335	47.294129863964947	0.068405076142131968	0.050420741185998756	80.933007736040608	46.923878834533888
"Pop_Rock
"	TRAAEWG128F930B3A4	116.82299999999999	0	0.61199999999999999	187.92444	-5.907	1	0.73499999999999999	0.32800000000000001	180.34399999999999	4	92.013061685393254	52.926540981220342	93.035674127423832	53.662266516093098	69.472387499999996	55.856923991213648	-9.644426587301588	6.0872652461635228	0.054299781746031749	0.036105118494473662	-17.177577380952382	7.0216337476456054	91.357365396825386	52.049929670714512	0.27645567867036008	0.1019023559142913	93.164119764542946	53.661662086800256
"Pop_Rock
"	TRAAFKJ12903D02552	110.78700000000001	7	0.379	285.17831999999999	-8.4879999999999995	1	0.40100000000000002	0.0	275.85300000000001	3	141.44803114457829	83.296849950596709	142.18882074569788	82.416693390515221	112.44643066666667	77.785315784169825	-10.193001545595052	4.0040163520454533	0.099154914992272011	0.11786658119480151	-14.845590417310664	5.17138134641782	133.2204918392581	84.232830413632058	0.068753110047846899	0.079827723011125645	142.18857165550239	82.338401748106691
"Pop_Rock
"	TRAAFRU128F9339158	125.01300000000001	1	0.65200000000000002	273.52771000000001	-6.3049999999999997	1	0.69399999999999995	2.177	268.89299999999997	4	133.63771489208634	77.047970125259283	134.5992803208556	77.744572307022935	102.76106999999999	91.399248154077753	-9.8030396270396256	5.0021264360149456	0.03235128205128205	0.017972027660562523	-20.103387723387723	5.4243210125493286	135.12447512820515	76.195642727280685	0.64801873327386261	0.28921564328350924	134.59924835860838	77.675341455657772
"Pop_Rock
"	TRAAFYL128E07856A7	140.995	8	0.45500000000000002	209.29261	-4.8650000000000002	1	0.47999999999999998	0.0	206.62299999999999	1	103.47041363449691	59.962802599858307	103.47041363449691	59.962802599858307	94.795499166666673	61.162642213076907	-6.6189792531120331	3.298854817577364	0.057813609958506221	0.057500681627783878	-12.815390041493776	4.8193561741815092	102.1776800968188	60.162330963547454	0.27099179487179487	0.15686454040107334	103.47066133333334	60.024002941510034
"Pop_Rock
"	TRAAGEC128E079252C	63.017000000000003	0	0.050000000000000003	426.89260999999999	-12.951000000000001	0	0.39500000000000002	0.28599999999999998	399.89999999999998	4	209.29939536363636	120.91817248948333	211.67940279279279	122.02248258697152	134.02189749999999	131.58599364942486	-16.069411036036033	7.1235984868600868	0.06164979729729729	0.038781150649247531	-24.120194819819819	7.8715588936292713	228.41334260135133	126.3594857360881	0.56610698198198195	0.19195241186221235	211.44140679054058	122.02263583345122
"Electronic
"	TRAAGHM128EF35CF8E	167.91999999999999	2	0.88300000000000001	249.41668999999999	-6.6929999999999996	1	0.72799999999999998	0.64700000000000002	238.434	4	120.50647029585798	69.700906431760444	121.58233715124815	70.224710116882179	100.23347199999999	72.651468542569845	-11.100062146892656	6.0720271983772172	0.054058282485875707	0.050732869793676395	-18.284928813559322	6.0725918440594215	119.58444541242937	69.61146457899126	0.3001130690161527	0.10845722472132602	121.67184952276065	70.22509833197455
"Pop_Rock
"	TRAAGKS128F9314884	89.867000000000004	9	0.0	72.619950000000003	-11.051	0	0.0	0.0	68.364999999999995	4	33.083024800000004	19.418383160826366	35.445248173076919	20.226513932192528	31.370829999999998	23.20606038789149	-12.524901041666666	3.0516359744267634	0.09104000000000001	0.096738449698142256	-15.687895833333334	3.6140281109955374	39.627550260416662	18.822942400267305	0.082398081534772183	0.07358037609933106	35.614246115107917	20.277285021240129
"Country
"	TRAAGNL128F4299BF1	137.28999999999999	1	0.62	142.75873000000001	-11.335000000000001	0	0.81399999999999995	0.218	135.54599999999999	4	67.284816794871787	39.357698297495247	68.81242506329113	39.863345312220567	44.381354285714288	37.361497642976879	-13.877923076923079	3.8611456596430385	0.047260625000000001	0.035956071017824817	-22.352245192307691	4.8932525339854562	69.869865689102568	39.644241576964866	0.38084493670886072	0.16082642976929437	68.921525189873407	39.863552563399899
"Pop_Rock
"	TRAAGPH128F4273C8D	84.689999999999998	9	0.0	118.33423999999999	-11.215	0	0.0	0.0	118.334	5	60.247330000000005	35.054025014589612	58.655889101796404	33.507654900400212	64.30069833333333	34.422124978474436	-13.584743827160494	3.5625631403274691	0.099213086419753085	0.12314128665376864	-18.566709876543211	4.3538273324191135	55.676194660493834	31.115325454473467	0.089913827655310613	0.075323926989586926	58.656955230460916	33.370227583042514
"Pop_Rock
"	TRAAGPJ128F428CD1B	115.60599999999999	2	0.080000000000000002	288.41750999999999	-8.1649999999999991	1	0.66500000000000004	0.113	279.17899999999997	4	143.50076589928057	82.760366350284755	144.78303753571427	83.344534792565696	146.74458818181819	87.939816261383072	-10.998927606177608	4.8562718736875103	0.040527509652509654	0.033013843202904576	-19.865489382239382	9.6368434019521292	136.07721011583013	80.939189517304214	0.55849687220732791	0.28811032314238388	144.7836126720286	83.270368086851292
"Pop_Rock
"	TRAAGVM128E0784D95	86.938000000000002	2	0.56899999999999995	239.3073	-5.758	1	0.60099999999999998	0.182	220.26400000000001	4	113.20982649999999	64.333821574197543	113.80049945619334	65.79850774930604	114.36004	67.600269889866198	-7.0049757225433531	2.9249313609831304	0.058564531791907508	0.056782886987254977	-12.644779190751446	4.733311313382373	106.28406908670519	64.124945719179578	0.14806485671191555	0.092025499869254193	113.8869957541478	65.898329729432902
"Rap
"	TRAAHEG128E07861C3	85.007999999999996	1	0.073999999999999996	124.18567	-10.295999999999999	0	0.49199999999999999	0.0	121.005	5	58.311204482758612	34.957998140963547	61.841427966101698	35.324046891278407	51.186088571428577	34.439176352518494	-12.598074074074074	3.9403236294648027	0.058455714285714291	0.038352629132179017	-24.730696649029984	7.4604322583326521	62.059106243386246	35.321177965492176	0.24299249530956846	0.17716337935103646	61.841666041275786	35.461685870450751
"Jazz
"	TRAAHJX128F9312B83	112.006	0	0.0	223.47710000000001	-14.438000000000001	1	0.13800000000000001	0.29099999999999998	220.02600000000001	4	109.31820696078432	63.210013846286472	110.38846980629539	63.980069947451433	126.3433888888889	77.32028845780782	-17.233768850432632	4.9576091799307145	0.048361977750309024	0.030701694135472926	-30.208061804697156	6.2516847842338645	114.7996808776267	59.411587442829912	0.63318424242424232	0.23450343150594288	110.38842785454545	63.903645452886721
"Jazz
"	TRAAHKE128F421389B	45.527000000000001	1	0.0	443.24525999999997	-13.002000000000001	1	0.050999999999999997	0.23000000000000001	430.73599999999999	4	210.64322117647055	116.32951190063798	220.82103910714284	126.0824663140158	138.82931300000001	114.40546505365197	-19.753111111111114	11.202747024307373	0.16198547730829421	0.53790484864952848	-26.272256651017212	11.480322739918531	249.76539618153362	106.85276509848349	0.070217261904761907	0.093973394789254677	220.33163915178574	126.08661267643905
"Rap
"	TRAAHZP12903CA25F4	175.76900000000001	11	0.30599999999999999	198.34729999999999	-8.7089999999999996	0	0.22	0.20100000000000001	182.184	4	98.002183402777789	56.790168101763925	98.856695500000001	57.18667954585284	83.26263999999999	62.19834149669024	-14.40947713950762	7.6482091028945671	0.06192352872215709	0.041909097276828462	-28.736921453692851	8.3641515836122249	100.62217015240329	54.780616162907556	0.33656379310344825	0.18647697759192489	98.94209924137931	57.186882239350091
"Country
"	TRAAIAE128F42AC53D	100.194	7	0.95999999999999996	261.95546000000002	-13.627000000000001	1	0.63400000000000001	0.0	253.452	3	125.19110821428572	73.273937720770377	126.97921435597191	73.313383514377037	116.65633999999999	73.877846843837034	-17.437359635811838	4.7897850518940794	0.075291684370257961	0.062778891780253865	-23.498245827010624	5.6775870513457152	125.61011845220031	72.69802889260653	0.21588407494145201	0.13790968569740117	127.12782149882904	73.31337530220317
"RnB
"	TRAAIBB12903CECB35	161.976	10	0.46000000000000002	235.91138000000001	-10.465999999999999	1	0.379	0.32200000000000001	219.72499999999999	4	115.38037121794871	66.71703898958819	116.30654896496817	67.146252027222573	114.49602666666667	76.146630212444137	-14.64508608490566	7.5108083362612597	0.04808520047169812	0.032457495517830698	-23.958924528301889	7.6834007090980343	116.2338404245283	65.584226026171279	0.35818406374501993	0.11201979933586265	116.30650142629483	67.092815523708751
"Pop_Rock
"	TRAAIDY128F92CA454	172.398	0	0.60099999999999998	239.59465	-9.2750000000000004	1	0.56299999999999994	0.31	231.30000000000001	1	118.74580176470587	68.290518354982026	118.74580176470587	68.290518354982026	109.21838166666667	75.84539047831548	-11.632865800865801	4.2602426169351872	0.053493322510822512	0.040016253041325785	-19.103824675324677	4.7131305224951188	121.76074826839827	65.7886734638831	0.20467696835908761	0.085797411798430853	118.74605927888152	68.240315796298077
"Blues
"	TRAAIGD12903CA2F3C	90.100999999999999	1	0.93600000000000005	266.05669	-13.836	1	0.76300000000000001	0.23000000000000001	256.06400000000002	1	130.86918915816327	75.568057323371363	130.86918915816327	75.568057323371363	130.88376363636362	81.616094647556139	-17.412423028785984	4.1133868825856421	0.069204230287859825	0.064377202384544557	-23.860347934918646	4.7620289860702059	133.06526176470589	75.18095619307212	0.21328698979591834	0.14540958349982211	130.70309751275511	75.569249416489285
"RnB
"	TRAAIII128F427D5D8	111.191	2	0.499	283.21913999999998	-15.144	1	0.65200000000000002	0.25800000000000001	277.46699999999998	3	140.71726941860467	81.183491233696969	141.25669546845126	81.570637331849653	122.39243411764707	78.386677253947951	-19.990797101449274	7.2655425748837761	0.074293030303030291	0.067158973991978232	-27.062901185770748	7.4002034401751517	154.42008811594204	80.141518173048283	0.10353346080305928	0.103957210682286	141.12182947418736	81.570900059866389
"Pop_Rock
"	TRAAIYR12903CD290D	110.745	4	0.372	212.37505999999999	-5.931	0	0.20699999999999999	0.86799999999999999	209.43799999999999	4	104.26706156250002	60.059910152786024	105.62157412820514	61.001208340987866	89.934492000000006	70.22368092789452	-9.0057459095283932	5.5669460995057971	0.054509788257940332	0.052017274762139361	-15.892511068334937	10.163373120824213	106.13067332050048	59.269200863066921	0.27756033376123235	0.27914593501439688	105.5538031707317	60.923245170927828
"Folk
"	TRAAJAC128F148B530	130.02699999999999	2	0.626	338.33751000000001	-14.247999999999999	0	0.57499999999999996	0.0	328.98599999999999	4	166.55329150837991	94.938865361334308	165.92172212912087	95.893880595559878	143.59414473684211	89.277294820286656	-18.629172413793103	6.173276466902518	0.088494968071519797	0.083929764746718982	-26.498704980842909	8.045774175162677	163.90450745849296	91.987897093269268	0.13625549450549451	0.10855126452625952	165.92172212912087	95.893880595559878
"Blues
"	TRAAJBU128F9326C02	110.16800000000001	11	0.22800000000000001	126.51057	-12.651	1	0.374	0.0	121.702	4	59.862665272727284	34.767712209134018	61.499478755555543	35.554018716567477	47.060418571428571	37.259198043682133	-15.335109947643979	3.518189117046465	0.060304013961605576	0.035854222286787661	-26.581031413612564	6.2583658449809407	61.180689930191967	34.664669231651501	0.37728953229398671	0.31809168027774531	61.499875278396438	35.475410594620413
"Pop_Rock
"	TRAAJEK128F422F55A	119.979	0	0.373	193.4624	-5.9130000000000003	0	0.54800000000000004	2.7170000000000001	184.274	4	91.622972065217397	53.143567924443936	93.124302425876024	53.581357745099837	71.395309999999995	58.626617066040914	-8.1455840579710159	5.5948059703472124	0.057560159420289851	0.052704418826960121	-18.333788405797101	7.8637863153317511	93.289611811594199	53.564795205877793	0.48363746630727766	0.25647833585586083	93.249378328840962	53.581619938905433
"Rap
"	TRAAJJA12903CC518A	188.886	5	0.17199999999999999	234.762	-6.0190000000000001	1	0.025999999999999999	0.10100000000000001	227.84	4	116.83318201086958	67.430437240183664	117.30935975609755	67.61531960015887	94.717159166666661	62.894586373138992	-9.178452708907253	4.0623170183063966	0.050204508723599633	0.034844504494188411	-18.675986225895318	5.011963690389865	114.52201187327823	65.359485443300798	0.32004878048780488	0.13971322857321058	117.22991690379402	67.615398989515697
"Pop_Rock
"	TRAAJJG128F4284B27	133.30600000000001	9	0.29499999999999998	292.8322	-4.9530000000000003	1	0.19600000000000001	3.3439999999999999	273.589	4	142.59312569620252	82.712783202237716	143.72754872641511	83.239668952087399	141.23861181818185	79.47849976416434	-8.8108484848484832	7.360475555547402	0.065395972222222223	0.073645078977760917	-15.007318181818182	9.8612416809278844	131.77307219696971	80.988478424157492	0.14325649095200629	0.11792125012264552	143.72737036191975	83.174442827234543
"Pop_Rock
"	TRAAJJV128F42A2F99	152.267	4	0.96499999999999997	241.10974999999999	-18.114000000000001	1	0.74399999999999999	2.6589999999999998	230.429	3	117.21780269999999	67.915208455777346	118.19645160862355	68.256723639399937	122.0433125	66.768490488066817	-25.805112769485905	9.0350556690319817	0.067575555555555541	0.069380375938168148	-35.618868988391377	8.8993320067809325	114.2880533167496	67.448568100977027	0.39296683250414594	0.23997946753190985	118.19645160862355	68.256723639399937
"Latin
"	TRAAJSX128F4275A1D	144.65100000000001	9	0.51900000000000002	211.80036000000001	-15.358000000000001	0	0.52500000000000002	0.17499999999999999	202.44300000000001	4	102.98614926829266	59.228980571977118	104.24871368209256	59.852423242303324	97.692418181818184	72.032063683873801	-19.312315112540194	5.7623857675012982	0.069959485530546622	0.065361298440429733	-24.578194533762055	6.6371988008469121	101.98810729903538	57.632715866641725	0.10869687814702921	0.086490508244762426	104.24859698892246	59.791058160377652
"Pop_Rock
"	TRAAKDF128F92FA302	152.12700000000001	7	0.45800000000000002	117.002	-5.6989999999999998	1	0.44	0.0	114.712	4	57.276021388888886	32.754238104764958	58.254698150684931	33.196263075254677	55.922086	37.113554029301802	-7.6514380403458215	3.9312733230704651	0.055473256484149858	0.074394784523669835	-12.167023054755044	4.6156332825401227	52.83680841498559	32.418949481082628	0.16288184931506849	0.084426518747446361	58.353443304794517	33.194470872007088
"Blues
"	TRAAKNS12903CC5198	154.322	11	0.23599999999999999	203.98974999999999	-11.976000000000001	0	0.38400000000000001	0.161	182.92099999999999	4	97.96865992063492	56.485262651970622	99.134925776031423	57.049182454295824	98.50263666666666	66.145146774743964	-14.25303856749311	6.0069478552508366	0.047248567493112945	0.030698890269652168	-20.395228650137742	6.2369748638142948	96.104876101928383	57.001708874130564	0.31020215897939157	0.10202431138263723	99.134905996074579	57.105537431715625
